Country Name,Country Code,Series Name,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
Gabon,GAB,Domestic general government health expenditure (% of general government expenditure),,,9.59155846,9.59155846,9.59155846,9.41520691,9.7150774,9.20255756,7.03487396,6.38458252,5.25754023,6.19158506,7.18316364,6.81337643,6.81763697,5.61290503,6.36190653,5.76007175,5.07680273,6.51321602,6.7543745,4.66366768,4.53776979,5.24128246,,,,,,,,,,
"Gambia, The",GMB,Military expenditure (% of general government expenditure),2.641065287,3.096643851,3.634863976,3.246168591,3.358950445,3.299265715,,,5.153021188,6.255646817,4.392138402,4.129983867,,,3.408763072,9.512987013,3.174291328,1.885245902,2.243556023,1.622377622,2.548055431,2.964426877,2.52956636,3.45247766,,,,,,,,,,
"Gambia, The",GMB,Military expenditure (% of GDP),0.5843058358,0.6939399988,0.7685555814,0.8093249103,0.7693409794,0.7158762836,,,1.040522123,1.207688536,0.7395111525,0.7923253019,,,0.4822054279,1.094917658,0.3553183774,0.2602423784,0.2770274289,0.1926214018,0.2273886362,0.2443808099,0.2348620589,0.3157935989,0.3258330614,0.3848338149,0.4075759455,0.3973074694,0.3046156702,0.2555574918,0.2792197539,0.4096504989,0.5042432667,0.4612659725
"Gambia, The",GMB,Arms imports (SIPRI trend indicator values),0,1000000,,,,,,,,,,,,,16000000,,,,,5000000,,,,,,,,,,,,,,
"Gambia, The",GMB,Arms exports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,"Government expenditure on education, total (% of government expenditure)",17.5029583,14.48432827,15.62181854,14.2760601,16.85204506,12.44458008,15.44113731,10.44995975,12.42132854,11.75232029,10.58541965,13.79553032,17.02671814,17.61123085,13.29374027,18.88171005,7.297500134,5.360760212,5.344170094,5.029540062,8.468839645,10.94752026,8.205269814,11.92179966,,,,,,,,,,
"Gambia, The",GMB,"Net ODA provided, total (% of GNI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,"Net ODA provided, total (constant 2021 US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Domestic general government health expenditure (% of GDP),,,1.61589122,2.42524147,1.30072176,1.06939662,1.06097889,1.2897681,0.99829203,1.09228694,1.08376527,1.20622373,1.04374862,0.91823167,0.9055742,0.7288478,0.70619458,0.88458723,0.81679177,0.78081375,0.5868997,0.54214686,0.61059773,0.6015296,,,,,,,,,,
"Gambia, The",GMB,Domestic general government health expenditure (% of general government expenditure),,,7.53835964,9.64125633,5.47966433,5.13573408,4.49147081,6.65770149,5.0990448,5.75401974,6.30897522,6.30897522,6.30897522,6.30897522,6.30897522,6.30897522,6.30897522,6.30897522,6.30897522,6.30897522,6.30897522,6.30897522,6.30897522,6.30897522,,,,,,,,,,
Georgia,GEO,Military expenditure (% of general government expenditure),5.539119497,4.973870891,5.105734199,5.238207408,6.137336045,6.97814433,7.138157895,7.336516522,7.289008043,8.408425328,9.483862106,10.50007847,11.16504506,11.80373287,15.65595404,26.08249077,32.21858828,22.40348692,15.02877614,7.088760504,6.462316384,6.089795918,4.280762565,3.539486204,4.548611111,5.850409836,5.565302144,11.69630643,,,,,,
Georgia,GEO,Military expenditure (% of GDP),1.681143766,1.465733101,1.61153573,1.805477831,1.776554016,1.897113157,1.969742969,2.081640315,2.00294589,2.357939594,2.570552435,2.983734098,3.102968685,3.709632391,5.606597051,8.520118395,9.159116517,5.218306951,3.339169797,1.373838972,1.068489125,1.000532997,0.7401860053,0.6155824908,0.9243748559,1.136973956,1.253587669,2.210173027,,,,,,
Georgia,GEO,Arms imports (SIPRI trend indicator values),1000000,2000000,,,6000000,41000000,7000000,,,1000000,5000000,,2000000,,38000000,132000000,161000000,97000000,95000000,38000000,1000000,,85000000,6000000,23000000,28000000,4000000,,,,4000000,,,
Georgia,GEO,Arms exports (SIPRI trend indicator values),,,,,,,7000000,6000000,,,,,,,,,,,,16000000,,69000000,,69000000,46000000,,,,,,,,,
Georgia,GEO,"Government expenditure on education, total (% of government expenditure)",,12.17459774,12.46901035,12.06711292,14.14191246,14.27200699,15.11464214,15.01032257,14.10989475,12.50749397,12.01122379,9.820213318,9.265166283,8.995471001,8.733519554,8.878415108,9.313008308,11.96104527,10.90174484,13.08142185,11.5538969,13.91570473,12.50109482,13.4539814,13.17110157,12.68475628,11.42596912,10.87138081,10.46542168,,,,,
Georgia,GEO,"Net ODA provided, total (% of GNI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,"Net ODA provided, total (constant 2021 US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,Domestic general government health expenditure (% of GDP),,3.11,4.49,3.7,2.72,2.81,2.63,2.93,2.64,2.18,1.86,1.56,1.4,1.93,2.05,1.53,1.09,1.19,1.21,1.18,1.15,1.12,1.14,0.82,,,,,,,,,,
Georgia,GEO,Domestic general government health expenditure (% of general government expenditure),,10.54,14.23,10.73,9.39,10.32,9.52,10.33,9.61,7.78,6.85,5.51,5.04,6.15,5.88,4.83,3.95,5.23,5.58,6.25,7.13,7.02,6.75,4.85,,,,,,,,,,
Germany,DEU,Military expenditure (% of general government expenditure),3.081088082,2.783375562,2.593482036,2.723395708,2.803929796,2.641071735,2.610983738,2.595573768,2.576595722,2.595628711,2.637173972,2.764316785,2.66621664,2.631466133,2.719076812,2.735391901,2.701684075,2.651249884,2.275964477,2.721641346,2.736809221,2.788110083,2.800490209,2.855347493,2.901207485,2.894418078,2.910476815,2.973806427,2.718570651,3.212516787,3.506704286,3.916371898,4.28314904,
Germany,DEU,Military expenditure (% of GDP),1.519651921,1.377138421,1.321027243,1.374271755,1.26184145,1.170548545,1.153403721,1.151230373,1.137338427,1.149941997,1.185257901,1.241677479,1.206150336,1.266826626,1.310604073,1.209034004,1.172471765,1.199302958,1.065629701,1.268957396,1.316924865,1.327958121,1.323438303,1.358883033,1.395074355,1.390894786,1.409301733,1.46585846,1.495022014,1.550276433,1.693538323,1.860479941,1.997834988,2.518432707
Germany,DEU,Arms imports (SIPRI trend indicator values),204000000,288000000,240000000,101000000,38000000,14000000,43000000,55000000,96000000,95000000,113000000,131000000,84000000,307000000,331000000,278000000,46000000,406000000,199000000,237000000,63000000,71000000,133000000,113000000,129000000,543000000,60000000,244000000,222000000,417000000,529000000,679000000,688000000,710000000
Germany,DEU,Arms exports (SIPRI trend indicator values),3287000000,1481000000,857000000,1161000000,997000000,1110000000,1841000000,2509000000,1812000000,1822000000,729000000,729000000,1204000000,2357000000,2208000000,2380000000,3296000000,2485000000,2088000000,1103000000,1652000000,902000000,869000000,1646000000,1878000000,1851000000,957000000,1961000000,1552000000,2920000000,1559000000,1526000000,2418000000,1835000000
Germany,DEU,"Government expenditure on education, total (% of government expenditure)",,9.190701485,9.0661726,9.298440933,9.726378441,9.638201714,9.48073101,9.477829933,9.638143539,9.748104095,9.709711075,9.517230034,9.511645317,9.113441467,9.018068314,8.92984581,9.044315338,8.906779289,8.78028965,8.771615982,8.642513275,8.707961082,8.755450249,8.528443336,8.58439827,8.634325981,8.706572533,8.579226494,7.505643368,9.16286087,9.237968445,9.049964905,8.461963654,
Germany,DEU,"Net ODA provided, total (% of GNI)",,,,,,,0.667405,0.699296,0.523176,0.418735,0.380866,0.37176,0.386793,0.386701,0.354919,0.382826,0.366854,0.356039,0.360351,0.276065,0.284017,0.267909,0.271007,0.270087,0.26385,0.260538,0.277599,0.320294,0.307751,0.327095,0.354107,0.372983,0.387238,0.420973
Germany,DEU,"Net ODA provided, total (constant 2021 US$)",,38774943602,32455570000,31356354025,26736001396,27560468082,28670214656,29346919172,21500846247,16907376831,14782931097,14159281364,14468257152,14146169488,12596046661,14334722040,13398828396,12625441673,12368937441,9284669090,9295190213,8861472322,8859085446,8791914864,8298440342,8075541625,8409957356,9496840584,9005172698,9425496707,9994303617,10696455011,10868209981,10010752141
Germany,DEU,Domestic general government health expenditure (% of GDP),,,10.22433567,9.96393967,9.04012394,8.8703146,8.79702854,8.69118309,8.61353302,8.49219322,8.40493011,8.18767262,8.12831306,8.39845562,8.50175571,7.7165823,7.55503988,7.65903044,7.80322599,7.70017481,8.05197239,7.92509031,7.75525427,7.73281384,,,,,,,,,,
Germany,DEU,Domestic general government health expenditure (% of general government expenditure),,,19.94881821,19.76651764,20.09327698,20.01379776,19.91397285,19.59515953,19.51363564,19.16842651,18.70073318,18.22804832,17.96772194,17.44530869,17.63837624,17.45852661,17.40883636,16.93153572,16.66615295,16.45635414,16.66930389,16.55490875,16.3556881,16.19174576,,,,,,,,,,
Ghana,GHA,Military expenditure (% of general government expenditure),1.915030498,1.249053015,1.406523608,1.113739636,1.528718403,1.559573511,1.778497598,1.465065592,2.109775008,2.313195071,1.856264203,2.699260184,2.228661298,1.42196982,1.926343775,1.663369761,2.058913917,1.704452358,1.888347939,1.884386617,2.336708861,2.278382582,1.789498069,3.440062035,2.782746479,2.629940594,2.233764988,2.149230769,2.410778689,2.217607362,2.333333333,2.563521127,3.310869565,2.648823529
Ghana,GHA,Military expenditure (% of GDP),0.3891574615,0.3379463559,0.3827419064,0.3509492338,0.3438181786,0.3258762393,0.3127012786,0.2914124543,0.3929151261,0.4849890515,0.400294579,0.5932085525,0.4351545227,0.2826876552,0.3367578709,0.2940335004,0.3703329146,0.2622135328,0.2609670763,0.2775709123,0.3037583097,0.2603056148,0.264452813,0.4436304,0.3336710999,0.3347076613,0.2879381762,0.2869036335,0.3357477169,0.4265866959,0.4219516399,0.3773472197,0.368975045,0.2765104274
Ghana,GHA,Arms imports (SIPRI trend indicator values),8000000,40000000,,10000000,2000000,0,,22000000,13000000,14000000,52000000,39000000,76000000,2000000,11000000,,16000000,0,0,37000000,6000000,1000000,12000000,1000000,7000000,,5000000,7000000,,11000000,,,1000000,4000000
Ghana,GHA,Arms exports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,19000000,,,,,,,,,,,,,,,
Ghana,GHA,"Government expenditure on education, total (% of government expenditure)",12.03531742,13.17930412,12.16741467,13.62947464,14.27171898,18.59816933,20.09763908,22.09332085,23.80879974,20.98513985,21.22220993,26.58139038,30.63430977,20.69614029,22.49513054,24.03750038,22.31702042,24.16197968,23.42996025,22.37924957,,,15.74110985,,14.8927002,,,,,,,,,
Ghana,GHA,"Net ODA provided, total (% of GNI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,"Net ODA provided, total (constant 2021 US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,Domestic general government health expenditure (% of GDP),,,2.24425006,2.11122155,2.30539036,1.750916,1.51208568,1.3003906,1.5937742,1.40883136,1.85814357,1.97191465,2.35752678,2.36881661,2.16013789,1.74936557,1.64296484,1.47005928,1.4651835,0.72261524,0.82314873,0.69710666,1.0631063,0.77568001,,,,,,,,,,
Ghana,GHA,Domestic general government health expenditure (% of general government expenditure),,,8.20150948,6.69997978,10.25044727,8.37949657,8.60003185,6.53767872,8.55785751,6.71953726,8.61669731,8.9727478,12.07416821,11.91557407,12.35655785,9.89629364,9.13427639,9.55574703,10.60201263,4.905725,6.33220148,6.10158062,7.19382238,6.01488829,,,,,,,,,,
Gibraltar,GIB,Military expenditure (% of general government expenditure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,Military expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,Arms imports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,Arms exports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,"Government expenditure on education, total (% of government expenditure)",8.831567764,7.820756435,7.618313789,7.680572033,7.36537981,7.759975433,7.62687254,8.011709213,7.696080208,7.855869293,6.666590214,6.358130455,7.479594707,7.962770462,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,"Net ODA provided, total (% of GNI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,"Net ODA provided, total (constant 2021 US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,Domestic general government health expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,Domestic general government health expenditure (% of general government expenditure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Military expenditure (% of general government expenditure),6.565330299,7.613680066,6.695093915,5.09896106,5.45574202,5.601414823,5.285985709,5.150325897,4.81475735,4.636815588,4.552817684,4.550765611,4.575956596,5.193276603,5.962605765,5.866906153,5.692243079,6.169372889,6.225847672,5.472424298,5.352648311,6.719609939,7.070426359,7.464308044,7.28097621,7.398161082,7.3100367,7.015456816,6.638230279,8.448840517,8.117594319,8.565759446,8.623751217,8.591844997
Greece,GRC,Military expenditure (% of GDP),3.234407558,4.024239729,3.8668791,3.069343545,2.622453075,2.716453073,2.563489907,2.572120224,2.463303289,2.352287668,2.367772009,2.443775587,2.522278766,2.750218262,3.224841138,2.983052345,2.679305921,2.78341887,2.836596277,2.60567253,2.493894752,3.077374575,3.251412856,3.46535532,3.360469945,3.533868815,3.36586889,3.311913282,3.173190196,3.581972329,3.600124696,3.62980089,3.48486511,3.798260327
Greece,GRC,Arms imports (SIPRI trend indicator values),391000000,443000000,241000000,101000000,93000000,39000000,51000000,302000000,728000000,204000000,28000000,19000000,70000000,630000000,1228000000,482000000,1665000000,719000000,406000000,1098000000,2163000000,402000000,788000000,713000000,837000000,1718000000,800000000,380000000,867000000,1227000000,892000000,2146000000,487000000,907000000
Greece,GRC,Arms exports (SIPRI trend indicator values),7000000,7000000,,,,,30000000,,,,,,,,,,,23000000,13000000,22000000,6000000,,2000000,2000000,3000000,9000000,31000000,19000000,,18000000,10000000,15000000,,
Greece,GRC,"Government expenditure on education, total (% of government expenditure)",,,7.111895561,7.539191723,8.355419159,8.456664085,8.032671928,8.05513382,7.683336735,8.53313446,7.169329643,8.087697983,8.200703621,7.824027061,7.636618614,7.426870346,7.636775494,8.089784622,9.244790077,8.625401497,9.13454628,8.548779488,8.072037697,8.316392899,8.125618935,8.067892075,8.988808632,8.175086975,8.000473976,,,,,
Greece,GRC,"Net ODA provided, total (% of GNI)",,,,,,,0.156248,0.189151,0.12192,0.105484,0.099,0.130826,0.146702,0.171241,0.18883,0.210779,0.162389,0.17298,0.17156,0.157039,0.209471,0.207061,0.171973,0.201937,0.154874,0.148622,0.144122,0.148899,,,,,,
Greece,GRC,"Net ODA provided, total (constant 2021 US$)",,375570347,340850000,344978897,393235704,295315514,333269361,400403078,257045674,222117629,210303880,291411962,348532116,441525403,501398979,574925181,450202427,429904528,407193887,347760564,444895165,420707301,333953723,367682211,259739770,243927988,213299213,210398532,,,,,,
Greece,GRC,Domestic general government health expenditure (% of GDP),,,5.43146896,5.12932062,3.99746466,4.23590946,4.24350309,4.34255171,4.73999214,4.48809004,5.18027782,5.67610359,6.040277,6.61249924,6.42686415,5.76758432,5.31898928,5.08809328,5.21023846,4.74509478,5.05799437,4.97795296,5.04882431,4.46309471,,,,,,,,,,
Greece,GRC,Domestic general government health expenditure (% of general government expenditure),,,9.41304398,8.54125595,8.30376339,8.72916985,8.74206638,8.69437981,8.76884937,8.84689617,8.25187302,10.00774956,10.95836353,12.48647785,11.88302231,11.3433733,11.30030632,11.27762222,11.43558979,9.96563244,10.85597706,10.86962318,10.97902489,9.61341953,,,,,,,,,,
Greenland,GRL,Military expenditure (% of general government expenditure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Military expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Arms imports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Arms exports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Government expenditure on education, total (% of government expenditure)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Net ODA provided, total (% of GNI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Net ODA provided, total (constant 2021 US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Domestic general government health expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Domestic general government health expenditure (% of general government expenditure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Military expenditure (% of general government expenditure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Military expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Arms imports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Arms exports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,"Government expenditure on education, total (% of government expenditure)",14.35925102,9.872722626,10.05946445,,,10.08057308,14.04117012,,9.902500153,11.79899883,,10.70311832,14.7207737,15.55981064,,,,,,,10.97463989,,,,,,,,,,,,,
Grenada,GRD,"Net ODA provided, total (% of GNI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,"Net ODA provided, total (constant 2021 US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Domestic general government health expenditure (% of GDP),,,2.21903896,2.28805852,2.04134059,1.86524379,1.88796365,1.76571214,1.93493712,2.09314442,2.27822328,2.38694572,2.41611266,2.05670786,2.17009425,1.96291316,2.00870275,2.04412723,2.42088819,2.59474087,2.16133189,2.71163964,2.14943409,1.86039817,,,,,,,,,,
Grenada,GRD,Domestic general government health expenditure (% of general government expenditure),,,6.99219847,8.4920435,9.43220234,8.33406734,8.35155964,7.50820637,7.66007471,7.29635763,8.23999691,9.10919189,8.53557777,7.39562273,7.87131739,7.02615786,7.25542021,6.30969524,9.11107826,10.46955299,7.41824913,7.56459284,7.25950718,7.23545456,,,,,,,,,,
Guam,GUM,Military expenditure (% of general government expenditure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,Military expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,Arms imports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,Arms exports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,"Government expenditure on education, total (% of government expenditure)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,"Net ODA provided, total (% of GNI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,"Net ODA provided, total (constant 2021 US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,Domestic general government health expenditure (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,Domestic general government health expenditure (% of general government expenditure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Military expenditure (% of general government expenditure),2.981787035,3.23553336,2.900983723,2.829603652,3.199684353,2.824607006,3.0040877,3.50554851,3.226695163,3.123366053,3.367656902,3.177151121,2.872493506,2.827735869,2.752522364,3.119068269,2.790112889,2.943269773,2.798245614,3.574504737,5.390954316,5.49531964,7.250433723,6.412349555,4.880392994,5.761422955,6.956936968,9.505635537,11.53824352,,,,,
Guatemala,GTM,Military expenditure (% of GDP),0.4111764078,0.4647137957,0.392566988,0.4410175899,0.4300707634,0.3724916379,0.383850245,0.4404965125,0.4059679313,0.4246564284,0.4712725932,0.4758707309,0.4596194477,0.4413826044,0.3953260735,0.4682311029,0.3984566015,0.4318294646,0.3839136567,0.4794160891,0.8156553425,0.7622450261,1.052062929,0.9184016347,0.6756007599,0.720839851,0.7428179433,0.8957174135,1.080427374,1.178534599,1.267060171,1.472620375,1.268437264,1.728011563
Guatemala,GTM,Arms imports (SIPRI trend indicator values),5000000,10000000,,,14000000,4000000,,,33000000,,,2000000,,,,0,,,,,,,,,,1000000,,2000000,4000000,4000000,13000000,,0,0
Guatemala,GTM,Arms exports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Government expenditure on education, total (% of government expenditure)",,18.93992233,19.38323021,18.88810539,20.36159325,20.3894577,20.00774384,20.18209648,20.3962574,18.51608849,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Net ODA provided, total (% of GNI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Net ODA provided, total (constant 2021 US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Domestic general government health expenditure (% of GDP),,,2.33015943,2.47522092,2.37258744,2.19892383,2.1993053,2.28762269,2.27820134,2.23796296,2.21485376,2.02626443,1.99347126,2.06138587,2.25974083,2.05419135,1.97883451,2.06657243,1.88113928,2.02383399,2.04141212,1.9446981,1.98154283,1.91270578,,,,,,,,,,
Guatemala,GTM,Domestic general government health expenditure (% of general government expenditure),,,17.40895462,15.86299229,17.65140152,16.67445374,17.21218491,18.20531464,18.10749817,16.46030045,15.82706833,14.31886292,13.75957489,14.24816608,16.02617264,15.49126434,14.23033047,14.5871048,14.20312977,15.73237419,14.20887375,14.79130077,14.40040016,14.0827589,,,,,,,,,,
Guinea,GIN,Military expenditure (% of general government expenditure),13.81700648,15.79769468,9.958547945,8.63294519,9.835496431,10.41625321,10.17482313,11.66324198,11.60151112,11.10222583,12.60595361,11.40961986,,,,,,,,12.41676058,11.96875224,16.74515056,15.36141063,8.992161254,9.90163002,8.496461841,6.690703639,,,7.717099404,7.246176779,8.783118217,10.50059296,
Guinea,GIN,Military expenditure (% of GDP),2.125750541,2.168447018,1.532132188,1.476887051,1.483011391,1.771400561,1.796300563,1.921711146,2.562200285,2.276437911,2.386184295,2.245087357,,,,,,,,2.22856441,2.441181415,3.324680244,3.100210546,1.534637514,1.595131143,1.254991803,1.172819262,,,1.356116905,1.340709363,1.694640615,2.38055426,
Guinea,GIN,Arms imports (SIPRI trend indicator values),,,1000000,,4000000,1000000,2000000,,,5000000,,4000000,1000000,5000000,,,0,,1000000,,2000000,,6000000,26000000,,4000000,,,,,,,1000000,1000000
Guinea,GIN,Arms exports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Government expenditure on education, total (% of government expenditure)",10.02691841,11.94969559,11.50166798,14.29006004,12.40536022,14.87012005,13.37679005,15.76885986,11.59877968,11.98950958,14.13280964,9.46061039,14.25930977,12.43832016,13.58339977,15.67825985,,,10.94746971,12.31330013,11.62475014,13.06431961,10.31575966,15.19596958,14.65855026,,,,,,11.44849968,11.53744984,9.996529579,
Guinea,GIN,"Net ODA provided, total (% of GNI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Net ODA provided, total (constant 2021 US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Domestic general government health expenditure (% of GDP),,,0.68805325,0.77237737,0.92095226,0.61740124,0.60066229,0.66374409,0.42931107,0.61152339,0.48858824,0.51431388,0.51036745,0.36297843,0.26025116,0.26959306,0.24066733,0.24835719,0.26129073,0.24164158,0.42212996,0.64011806,0.37107071,0.30125162,,,,,,,,,,
Guinea,GIN,Domestic general government health expenditure (% of general government expenditure),,,4.49041605,4.53709793,6.14852524,3.85050702,3.46282434,4.11337852,1.97823358,3.02618742,2.62132335,2.56631088,3.18154812,1.76970637,1.60156095,2.67317295,2.77464008,1.87932241,2.37353611,1.85608542,2.85787916,4.39565277,2.4733243,2.38009167,,,,,,,,,,
Guinea-Bissau,GNB,Military expenditure (% of general government expenditure),6.407470984,6.766292334,5.966820018,6.347447648,8.078847223,7.007143409,7.226373712,6.163821579,6.878063098,8.2486363,15.76263465,17.98782944,8.756951433,9.832987564,7.522893242,,,,9.394661022,,7.977176716,9.745110965,7.863190035,10.38344427,,5.628289474,2.044315992,2.294056309,1.965107362,1.082602577,,,,
Guinea-Bissau,GNB,Military expenditure (% of GDP),1.455452772,1.621905784,1.687431486,1.625377639,1.532115129,1.364733712,1.30856549,1.264545876,1.479004202,1.893804361,1.957042392,2.333721933,1.516130505,1.823879576,1.550257692,,,,1.894599283,,1.575423111,1.558602899,1.626726771,2.628030362,,1.404761905,0.6505211527,0.5665930831,0.4955680902,0.3179650238,,,,
Guinea-Bissau,GNB,Arms imports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000,,6000000,20000000
Guinea-Bissau,GNB,Arms exports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Government expenditure on education, total (% of government expenditure)",,,,,,,,,,,16.19137955,14.53979969,10.19974041,9.069239616,,,,,,,,,,,16.74309921,,,,,,,,,
Guinea-Bissau,GNB,"Net ODA provided, total (% of GNI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Net ODA provided, total (constant 2021 US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Domestic general government health expenditure (% of GDP),,,1.13646221,1.20048702,0.45877996,0.50527376,0.49838862,0.48464295,0.53779858,0.59649962,0.55160207,0.50444686,0.43690556,0.46807465,0.52002388,0.54897773,0.59780544,0.49984464,0.50890976,0.57971573,0.42981493,0.35467029,0.48134443,0.5933851,,,,,,,,,,
Guinea-Bissau,GNB,Domestic general government health expenditure (% of general government expenditure),,,4.60020065,4.79536724,2.44074059,2.59429789,2.75228286,2.36231256,2.50101542,2.59810638,4.44277668,3.88817143,2.52350521,2.52350521,2.52350521,2.52350521,2.52350521,2.52350521,2.52350521,2.52350521,2.52350521,2.52350521,2.52350521,2.52350521,,,,,,,,,,
Guyana,GUY,Military expenditure (% of general government expenditure),2.330417091,2.964727824,3.853490997,4.591315527,4.616030477,4.673756722,4.766392839,4.586354485,4.994972675,4.115506374,3.92313237,3.748872008,4.141939201,4.495563402,4.715912052,5.076618964,4.407672648,3.483191943,3.810141837,5.646613833,4.368684432,4.632872235,3.978423114,3.675305342,,,,,,,,,,
Guyana,GUY,Military expenditure (% of GDP),0.5865167343,0.601394233,0.9549308611,1.402577411,1.299612785,1.290815629,1.253342689,1.154128276,1.084865471,0.95165217,0.8436933001,0.8255432204,0.8781753456,0.9052103956,0.9810156481,1.008881075,0.9143996685,0.8058151348,1.410485837,2.809324834,2.199716827,2.293286681,2.017945623,1.765977248,,,,0.7878309336,0.9155203861,1.005936721,0.950952236,0.9696923011,0.5828927783,0.9058282796
Guyana,GUY,Arms imports (SIPRI trend indicator values),10000000,,5000000,,2000000,0,,,,,,,,,,0,,,,,,3000000,7000000,,,,,,,,,,,
Guyana,GUY,Arms exports (SIPRI trend indicator values),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
